name_cos,short_description_cos,long_description_cos,all_texts_cos,name_brand,short_description_brand,all_texts_brand,name_numbers,short_description_numbers,long_description_numbers,specification_text_numbers,all_texts_numbers,all_units_list,all_numbers_list,all_brands_list,specification_key,specification_key_value,hash_similarity,match
0.23062337759988144,0.0963542705946952,0.19415428486609349,0.5674046842271302,1.0,0.0,1.0,0.1111111111111111,0.0,0.0,0.0,0.3125,0.5714285714285714,0.625,1.0,0.0,0.0,0.0,0
0.1782454184388263,0.29904350719006195,0.3778344406132713,0.7170097298729485,0.0,0.0,1.0,0.25,0.6666666666666666,0.3333333333333333,0.0,0.4,0.9166666666666666,0.9333333333333333,1.0,0.0,0.0,0.0,0
0.07973037344676949,0.5491882320015128,0.7478341250571968,0.7873882945078468,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.16666666666666666,0.75,0.8461538461538461,1.0,0.0,0.0,0.0,0
0.706157667168923,0.38593920247559205,0.27214941736666703,0.7152202724532603,1.0,1.0,1.0,1.0,0.1,0.0,0.0,0.3076923076923077,0.8181818181818182,0.8461538461538461,1.0,0.0,0.0,0.0,1
0.9122908436505677,0.0,0.34668035068669323,0.9196476191092529,1.0,0.0,1.0,1.0,0.0,0.2,0.0,0.75,1.0,1.0,1.0,0.0,0.0,0.0,0
0.3929024723850268,0.28914646005309885,0.3116152169711524,0.9670680878064812,1.0,0.5,1.0,0.0,0.1111111111111111,0.16666666666666666,0.0,0.5,0.8333333333333334,0.8666666666666667,1.0,0.0,0.0,0.0,0
0.7362661361637204,0.5431387110551695,0.6137721405526818,0.9697464736741879,1.0,1.0,1.0,1.0,0.2222222222222222,0.16666666666666666,0.0,0.5,0.4444444444444444,0.5,1.0,0.0,0.0,0.0,1
0.8037474092621139,0.8109269700156917,0.726886631286678,0.9267511474395423,0.0,0.0,0.5,0.3333333333333333,0.0,0.3333333333333333,0.0,0.75,0.7894736842105263,0.782608695652174,1.0,0.125,0.0,0.0,1
0.9328757826606922,0.7157478531248661,0.0,0.786012774541018,0.0,0.0,0.0,1.0,0.16666666666666666,0.0,0.0,0.2857142857142857,0.7142857142857143,0.6666666666666666,1.0,0.125,0.0,0.0,0
0.7694680989151946,0.8445515746349214,0.0,0.8640537729388649,0.0,0.0,0.0,0.4,0.16666666666666666,0.0,0.0,0.16666666666666666,0.5882352941176471,0.5714285714285714,0.5,0.15384615384615385,0.0,0.0,0
0.6431297349768774,0.05143287174995584,0.2424891815245023,0.3436100156176857,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.29411764705882354,0.7272727272727273,0.7058823529411765,0.0,0.0,0.0,0.0,0
0.836819669329883,0.0,0.0,0.801194271702556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
0.5001206654370497,0.22451865561366696,0.12907437806121505,0.5324988966100379,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.08333333333333333,0.1,0.08333333333333333,0.5,0.0,0.0,0.0,1
0.3292344595453076,0.11640267156563448,0.21424814133462775,0.8024469511356405,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.125,0.3333333333333333,0.25,1.0,0.0,0.0,0.0,0
1.0000000000000002,0.5498079054313529,0.0,0.9154650943697941,1.0,1.0,1.0,1.0,0.2,0.0,0.0,0.45454545454545453,0.9166666666666666,0.9230769230769231,1.0,0.0,0.0,0.0,1
0.8947245164964368,0.5472582432066672,0.0,0.9008233050619548,1.0,0.5,0.5,1.0,0.2,0.0,0.0,0.45454545454545453,0.9166666666666666,0.9230769230769231,0.5,0.0,0.0,0.0,0
0.6538093558023577,0.3728880089528888,0.0,0.7468986492184773,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.9166666666666666,0.9230769230769231,1.0,0.0,0.0,0.0,0
0.8919381583521506,0.6673748675296698,0.6499844617875221,0.9157971146739518,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.0,0.25,0.375,0.375,1.0,0.0,0.0,0.0,1
1.0,0.0,0.4089998640908553,0.8861483814046268,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.6363636363636364,0.2857142857142857,0.6363636363636364,1.0,0.0,0.0,0.96875,1
0.6940652595699339,0.4867117166902859,0.998495420266812,0.8915420913032832,1.0,0.0,1.0,0.5,0.14285714285714285,1.0,0.0,0.2727272727272727,0.14285714285714285,0.36363636363636365,1.0,0.0,0.0,0.0,1
0.5214611525654312,0.5383438416152786,0.9954974728757241,0.9014064764969338,1.0,1.0,1.0,0.5,0.14285714285714285,1.0,0.0,0.25,0.14285714285714285,0.3333333333333333,1.0,0.0,0.0,0.0,0
0.036286929366140565,0.34991000995874866,0.4024977230051857,0.783381586143116,0.0,0.5,0.5,0.0,0.15384615384615385,0.2,0.0,0.25,0.8095238095238095,0.8333333333333334,0.5,0.0,0.0,0.0,1
0.12787996295849693,0.2551160261930699,0.5288389206541225,0.7991226211954692,1.0,1.0,1.0,0.0,0.1,0.26666666666666666,0.0,0.2916666666666667,0.6428571428571429,0.65625,1.0,0.1,0.043478260869565216,0.0,0
0.6668651992379558,0.0,0.32334933303605196,0.5791131642013492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0
0.45624150680908576,0.0,0.0,0.3771074292305532,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.75,1.0,0.75,0.0,0.0,0.0,0.0,0
0.5154015370167787,0.3610770920992406,0.0,0.5232633592561858,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.75,0.75,1.0,0.0,0.0,0.0,1
0.34413616004078945,0.3610770920992406,0.0,0.5066909757840524,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.75,0.75,1.0,0.0,0.0,0.0,0
0.09995769040074229,0.2953655797024137,0.045454862896525124,0.8550065619633836,0.0,0.25,0.6,0.25,0.3333333333333333,0.0,0.0,0.2222222222222222,0.7777777777777778,0.8888888888888888,0.8,0.0,0.0,0.0,0
0.2953684320838659,0.0,0.098008707987669,0.6292381020606456,0.0,0.0,0.6666666666666666,0.16666666666666666,0.0,0.3333333333333333,0.0,0.10526315789473684,0.4666666666666667,0.42105263157894735,1.0,0.10526315789473684,0.0,0.0,0
0.7053417902831072,0.27996991668337784,0.397633785293381,0.5104679779899416,1.0,0.0,1.0,0.0,0.125,0.0,0.0,0.18181818181818182,0.8461538461538461,0.8571428571428571,1.0,0.0,0.0,0.0,1
0.31673097078986023,0.3969032691131293,0.525237134677117,0.9149072034280672,1.0,1.0,1.0,0.0,0.25,0.29411764705882354,0.0,0.6,0.8076923076923077,0.8148148148148148,1.0,0.03571428571428571,0.03571428571428571,0.0,0
0.49870331833102,0.0,0.2710595619531825,0.570979679497583,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0,0.9230769230769231,1.0,0.0,0.0,0.0,0
0.900607416625982,0.34562356495481356,0.9017354695934925,0.7842060286996606,1.0,0.0,1.0,1.0,0.14285714285714285,1.0,0.1,0.26666666666666666,0.5,0.4,1.0,0.05555555555555555,0.0,0.0,1
0.6001764681342411,0.6235650759253623,0.5727677107119117,0.8845274854217714,1.0,1.0,1.0,0.2,0.16666666666666666,0.0,0.0,0.3333333333333333,0.7777777777777778,0.8888888888888888,1.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.3105829527726868,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.4,0.2857142857142857,1.0,0.1111111111111111,0.1111111111111111,0.0,0
0.8498501667786811,0.0,0.2667068673399425,0.7928640465878688,1.0,0.0,1.0,0.0,0.0,0.2,0.0,0.17647058823529413,0.5555555555555556,0.5263157894736842,1.0,0.0,0.0,0.0,1
0.7865700806905128,0.203155993185762,0.05284881097269252,0.6213027096472544,1.0,0.0,1.0,1.0,0.3333333333333333,0.2,0.0,0.2857142857142857,0.7272727272727273,0.6,1.0,0.0,0.0,0.0,0
0.49349851235459996,0.2550748252594854,0.23048734422102105,0.9425739156386531,1.0,0.0,1.0,0.5,0.25,0.75,0.0,0.3125,0.6,0.5625,1.0,0.0,0.0,0.0,0
0.4922401868920963,0.0,0.37579084811053165,0.7446812901341748,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.07692307692307693,0.6363636363636364,0.5,1.0,0.0,0.0,0.0,0
0.2133207368315646,0.0,0.0,0.3293591319399579,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5833333333333334,0.4375,1.0,0.0,0.0,0.0,0
0.5623613305144074,0.3451284211187893,0.19110274835663377,0.7453031180451132,1.0,0.0,1.0,0.0,0.2857142857142857,0.3333333333333333,0.1,0.25,0.5294117647058824,0.5625,1.0,0.09375,0.058823529411764705,0.0,0
0.3308880393386792,0.3899604241402401,0.0,0.5038068838318173,1.0,1.0,1.0,0.0,0.14285714285714285,0.0,0.0,0.05555555555555555,0.5,0.5,1.0,0.09090909090909091,0.05714285714285714,0.0,0
0.29394841144854866,0.0,0.16112475597129644,0.72017967949649,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0.5,0.75,0.75,1.0,0.0,0.0,0.0,0
1.0000000000000002,0.36490148697424574,0.5051429488067385,0.7755482933586838,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.21428571428571427,0.6666666666666666,0.5714285714285714,1.0,0.07142857142857142,0.07142857142857142,0.0,1
0.7931646639217271,0.35976837694033525,0.5040225599101903,0.795588034111154,1.0,1.0,1.0,0.2,0.0,0.0,0.0,0.1875,0.7142857142857143,0.625,1.0,0.0,0.0,0.0,0
0.257521939007834,0.3890925830149008,0.1615127107512982,0.6770122648575878,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.5,0.47058823529411764,1.0,0.045454545454545456,0.043478260869565216,0.0,0
0.7874836566423796,0.4946124232942067,0.5234594185790612,0.7864297267671823,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.0,0.0,0.0,0.0,0
0.8502396558536046,0.4946124232942067,0.5045253142421197,0.797450247908875,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.25,1.0,1.0,1.0,0.0,0.0,0.0,0
0.4711313605612122,0.11005354026911777,0.3984370711719213,0.8956637350012097,1.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.09090909090909091,0.8333333333333334,0.8333333333333334,1.0,0.0,0.0,0.0,0
0.30698985004070023,0.6181430320195206,0.3614850214828679,0.8649535443464135,1.0,1.0,1.0,0.0,0.25,0.3333333333333333,0.0,0.08333333333333333,0.9090909090909091,0.8333333333333334,1.0,0.0,0.0,0.0,0
0.13137032128872234,0.1683653139586426,0.1619614582562368,0.6344919182325699,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.09090909090909091,0.7,0.6363636363636364,1.0,0.0,0.0,0.0,0
0.24162227312998996,0.404190221845395,0.09898400840384129,0.7053036278465975,0.0,0.0,0.0,0.4,0.125,0.0,0.0,0.1111111111111111,0.5333333333333333,0.4444444444444444,0.5,0.13333333333333333,0.0,0.0,0
0.8282661369202583,0.7125170225129195,0.4538970818084507,0.8951814919577172,1.0,1.0,0.5,0.5,1.0,1.0,0.0,0.25,0.875,0.875,1.0,0.0,0.0,0.0,0
0.70483318627985,0.3592038985577206,0.32522156832020593,0.8145897754847172,1.0,1.0,1.0,0.5,0.0,0.0,0.0,0.16666666666666666,1.0,1.0,1.0,0.0,0.0,0.0,1
0.48453083154014354,0.020319185446813885,0.20783337815499872,0.35498403877111995,0.5,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.6666666666666666,0.0,0.0,0.0,0
